,id_model,id_serie,input,output,rep,sMAPE,MAE,MAPE
14,2,16355,12,12,2,0.059943613,20524.41622,0.110862003
15,0,16355,12,3,2,0.028113914,3231.959766,0.054973845
16,1,16355,12,3,2,0.50010619,39402.71104,0.666643905
17,2,16355,12,3,2,0.057976964,6476.869353,0.109401166
0,0,16375,12,12,0,0.17493941,19285.60059,0.435058519
1,1,16375,12,12,0,0.216618125,16194.66104,0.351828233
2,2,16375,12,12,0,0.170585454,18706.89461,0.423231724
3,0,16375,12,3,0,0.037695129,821.1174316,0.078970884
4,1,16375,12,3,0,0.152518144,2774,0.264238196
5,2,16375,12,3,0,0.049149476,1083.526043,0.104101822
6,0,16375,12,12,1,0.228183839,31487.40967,0.592783066
7,1,16375,12,12,1,0.317244175,25650.34963,0.481006535
8,2,16375,12,12,1,0.244346887,34438.9779,0.648021352
9,0,16375,12,3,1,0.025739654,574.4067383,0.05214702
10,1,16375,12,3,1,0.189358372,3509,0.318165365
11,2,16375,12,3,1,0.040947697,941.0198381,0.085520832
12,0,16375,12,12,2,0.074608576,12780.91406,0.150913133
13,1,16375,12,12,2,0.535319737,60474,0.690214644
14,2,16375,12,12,2,0.093060228,15612.5821,0.177972793
15,0,16375,12,3,2,0.043490492,1047.335449,0.091753954
16,1,16375,12,3,2,0.22372107,4240.7,0.365061069
17,2,16375,12,3,2,0.056198623,1381.205079,0.120088362
0,0,16381,12,12,0,0.094105762,35286.07422,0.212180586
1,1,16381,12,12,0,0.416484037,109513.161,0.573761691
2,2,16381,12,12,0,0.102880639,41978.26956,0.265095815
3,0,16381,12,3,0,0.100900875,8264.206055,0.225661326
4,1,16381,12,3,0,0.305097571,17215.09997,0.466830235
5,2,16381,12,3,0,0.135977112,11589.22372,0.317190564
6,0,16381,12,12,1,0.158147693,68439.76465,0.304863313
7,1,16381,12,12,1,0.503473393,149300,0.658416554
8,2,16381,12,12,1,0.105048139,43374.24247,0.188001317
9,0,16381,12,3,1,0.071187912,6697.143555,0.183382603
10,1,16381,12,3,1,0.399984548,25885,0.554112231
11,2,16381,12,3,1,0.093832587,9381.525211,0.253530606
12,0,16381,12,12,2,0.243154833,89246.07324,0.366831004
13,1,16381,12,12,2,0.531243708,158300,0.68352925
14,2,16381,12,12,2,0.156673689,62380.87087,0.250992216
15,0,16381,12,3,2,0.065420671,6552.670898,0.125445274
16,1,16381,12,3,2,0.454571186,32120,0.623345452
17,2,16381,12,3,2,0.036362551,3787.232087,0.074981653
0,0,16384,12,12,0,0.104939135,75269.23047,0.177713572
1,1,16384,12,12,0,0.697268881,316790.1006,0.812124381
2,2,16384,12,12,0,0.105391794,75589.88217,0.173747651
3,0,16384,12,3,0,0.1649988,26150.56641,0.25266228
4,1,16384,12,3,0,0.676969727,74536.64096,0.796807636
5,2,16384,12,3,0,0.118926374,21261.41204,0.210229267
6,0,16384,12,12,1,0.190207866,114825.6992,0.464901166
7,1,16384,12,12,1,0.600892803,199220,0.741494764
8,2,16384,12,12,1,0.171238689,107856.885,0.460091483
9,0,16384,12,3,1,0.035986668,6585.367188,0.07188044
10,1,16384,12,3,1,0.687630747,77245,0.808608015
11,2,16384,12,3,1,0.064614208,11506.10385,0.098187011
12,0,16384,12,12,2,0.423189877,198156.9409,0.561676779
13,1,16384,12,12,2,0.667675748,258050,0.785504141
14,2,16384,12,12,2,0.290719544,159690.7942,0.49322371
15,0,16384,12,3,2,0.151790274,29126.80859,0.319525766
16,1,16384,12,3,2,0.690271817,77200,0.798605083
17,2,16384,12,3,2,0.152987554,28474.79328,0.290997536
0,0,16412,12,12,0,0.14264169,28138.81055,0.248391294
1,1,16412,12,12,0,0.41342898,65932,0.583748538
2,2,16412,12,12,0,0.106478199,21691.37888,0.190199008
3,0,16412,12,3,0,0.053849665,2839.723145,0.101045524
4,1,16412,12,3,0,0.399531592,15865,0.570448748
5,2,16412,12,3,0,0.021887687,1190.332666,0.041972861
6,0,16412,12,12,1,0.080909549,13760.56494,0.14893289
7,1,16412,12,12,1,0.339839366,46628,0.50658337
8,2,16412,12,12,1,0.024559622,4423.548312,0.046737988
9,0,16412,12,3,1,0.0564873,2952.345703,0.106946253
10,1,16412,12,3,1,0.399163816,15753,0.570074577
11,2,16412,12,3,1,0.012769145,696.1968247,0.024553275
12,0,16412,12,12,2,0.031178444,5275.633301,0.058636581
13,1,16412,12,12,2,0.328038908,42628,0.491362226
14,2,16412,12,12,2,0.040543489,7203.035306,0.086378499
15,0,16412,12,3,2,0.069820511,3715.335449,0.130268287
16,1,16412,12,3,2,0.414676574,16687,0.585985021
17,2,16412,12,3,2,0.037270244,2045.484711,0.070788209
0,0,16433,12,12,0,0.01796334,865.7890625,0.035311146
1,1,16433,12,12,0,0.191927901,7894.961596,0.32199986
2,2,16433,12,12,0,0.016233486,783.2135558,0.031860436
3,0,16433,12,3,0,0.003314606,40.85961914,0.006601869
4,1,16433,12,3,0,0.165833761,1759.283373,0.284488679
5,2,16433,12,3,0,0.004536894,55.85887694,0.00902829
6,0,16433,12,12,1,0.062439105,2906.743652,0.11754944
7,1,16433,12,12,1,0.200837508,8272.079349,0.3344367
8,2,16433,12,12,1,0.073758026,3397.480494,0.137344425
9,0,16433,12,3,1,0.006095782,74.75976563,0.012214538
10,1,16433,12,3,1,0.124183691,1352.320582,0.220849815
11,2,16433,12,3,1,0.004853513,59.47974963,0.009714293
12,0,16433,12,12,2,0.124476185,5436.110229,0.221388206
13,1,16433,12,12,2,0.203382983,8299.71144,0.337921703
14,2,16433,12,12,2,0.123743354,5407.630323,0.219962742
15,0,16433,12,3,2,0.006342987,77.94335938,0.012793527
16,1,16433,12,3,2,0.168528903,1762.118274,0.288424712
17,2,16433,12,3,2,0.004747067,58.27630248,0.009567581
0,0,16500,12,12,0,0.066757852,21582.49844,0.148907937
1,1,16500,12,12,0,0.318998069,73168.3,0.480172247
2,2,16500,12,12,0,0.06989851,22704.60787,0.156729907
3,0,16500,12,3,0,0.1090724,8745.452539,0.245522458
4,1,16500,12,3,0,0.28076048,15659.5,0.438061519
5,2,16500,12,3,0,0.078808784,6111.314994,0.172071801
6,0,16500,12,12,1,0.022439302,6740.393555,0.045224509
7,1,16500,12,12,1,0.327801828,73313.6,0.492778858
8,2,16500,12,12,1,0.058737442,18531.50458,0.126290047
9,0,16500,12,3,1,0.046410548,3862.24707,0.10132874
10,1,16500,12,3,1,0.333099638,19860,0.495691239
11,2,16500,12,3,1,0.042770295,3451.396116,0.089273744
12,0,16500,12,12,2,0.018223623,6066.42168,0.03702749
13,1,16500,12,12,2,0.396640833,94373.78896,0.566719747
14,2,16500,12,12,2,0.020372289,6803.19817,0.041226745
15,0,16500,12,3,2,0.043351058,3419.82832,0.090276401
16,1,16500,12,3,2,0.325216125,19020.2,0.485598917
17,2,16500,12,3,2,0.046011035,3572.384071,0.090546417
0,0,16506,12,12,0,0.115137447,10876.66621,0.190443194
1,1,16506,12,12,0,0.094509727,9373.65821,0.1757485
2,2,16506,12,12,0,0.090883298,8910.775854,0.161005611
3,0,16506,12,3,0,0.088779367,2592.957422,0.206261171
4,1,16506,12,3,0,0.057052736,1440.796667,0.099058918
5,2,16506,12,3,0,0.06655191,1868.272997,0.149639898
6,0,16506,12,12,1,0.146132038,11601.44326,0.226470726
7,1,16506,12,12,1,0.112563704,10444.29436,0.278554432
8,2,16506,12,12,1,0.147060882,11794.91429,0.236414087
9,0,16506,12,3,1,0.062638391,1831.502539,0.113789294
10,1,16506,12,3,1,0.131117415,3601.68,0.229841217
11,2,16506,12,3,1,0.035811826,1074.231883,0.066598412
12,0,16506,12,12,2,0.074620847,5281.809473,0.135405597
13,1,16506,12,12,2,0.137321107,11691.92,0.336526496
14,2,16506,12,12,2,0.084287526,6580.745865,0.188338788
15,0,16506,12,3,2,0.081663201,1881.266895,0.128448396
16,1,16506,12,3,2,0.116113903,2796.783333,0.22331043
17,2,16506,12,3,2,0.098185969,2267.3332,0.16135403
0,0,16584,12,12,0,0.489052925,21674.62744,2.267702046
1,1,16584,12,12,0,0.472345925,20322.4,2.106928694
2,2,16584,12,12,0,0.486495892,21507.96767,2.246549027
3,0,16584,12,3,0,0.27731047,1522.601196,0.803410181
4,1,16584,12,3,0,0.544415996,4741.7,2.437839016
5,2,16584,12,3,0,0.25934713,1389.43553,0.726621285
6,0,16584,12,12,1,0.1499613,7603.745605,0.372502411
7,1,16584,12,12,1,0.210916179,11902,0.57172571
8,2,16584,12,12,1,0.169202304,9010.625677,0.43084774
9,0,16584,12,3,1,0.134772406,710.2896118,0.31453262
10,1,16584,12,3,1,0.495196735,4473.22209,1.966087321
11,2,16584,12,3,1,0.336381984,2311.422854,1.015293725
12,0,16584,12,12,2,0.22602239,13085.01343,0.660121069
13,1,16584,12,12,2,0.210079421,12247,0.640805657
14,2,16584,12,12,2,0.226541621,13508.32679,0.704703066
15,0,16584,12,3,2,0.282806182,2190.859863,0.793495481
16,1,16584,12,3,2,0.419180832,4009.8,1.466094717
17,2,16584,12,3,2,0.345599926,2934.219091,1.071013292
0,0,16585,12,12,0,0.193656811,20553.46924,0.492082749
1,1,16585,12,12,0,0.266942156,18031.53333,0.411009652
2,2,16585,12,12,0,0.126321699,12103.17466,0.297516792
3,0,16585,12,3,0,0.09866198,1876.860596,0.180598004
4,1,16585,12,3,0,0.184807256,3260,0.312331874
5,2,16585,12,3,0,0.093786277,2162.99217,0.207344891
6,0,16585,12,12,1,0.464584629,36980.6394,0.629541063
7,1,16585,12,12,1,0.459620049,36709.8995,0.620194656
8,2,16585,12,12,1,0.275848423,25205.50917,0.421784706
9,0,16585,12,3,1,0.196939127,4441.389648,0.478375461
10,1,16585,12,3,1,0.214072749,3590,0.344236661
11,2,16585,12,3,1,0.146561903,3496.446134,0.356593698
12,0,16585,12,12,2,0.300804575,19442.4209,0.428059568
13,1,16585,12,12,2,0.361093038,22200,0.491437812
14,2,16585,12,12,2,0.267913124,17681.78732,0.371488965
15,0,16585,12,3,2,0.153433036,3555.95752,0.388697336
16,1,16585,12,3,2,0.223955084,3590,0.359931434
17,2,16585,12,3,2,0.169521035,4004.921064,0.421366687
0,0,16616,12,12,0,0.328735631,27232.14471,0.464872621
1,1,16616,12,12,0,0.249632305,22149.8995,0.366107354
2,2,16616,12,12,0,0.205274656,18970.1104,0.312815304
3,0,16616,12,3,0,0.188749472,4699.883789,0.31261946
4,1,16616,12,3,0,0.25476897,6010,0.390824223
5,2,16616,12,3,0,0.110585316,2947.387577,0.185798269
6,0,16616,12,12,1,0.247177391,15985.0896,0.510849644
7,1,16616,12,12,1,0.224541424,16029.90013,0.579084347
8,2,16616,12,12,1,0.250480079,18904.96747,0.724764813
9,0,16616,12,3,1,0.225487265,3785.391846,0.353287963
10,1,16616,12,3,1,0.137829912,2585,0.233556476
11,2,16616,12,3,1,0.176103527,3563.041965,0.373666032
12,0,16616,12,12,2,0.14733592,9510.111328,0.274900794
13,1,16616,12,12,2,0.110567115,8130,0.263430359
14,2,16616,12,12,2,0.1502528,11988.48788,0.400739673
15,0,16616,12,3,2,0.110279951,2695.7146,0.19842033
16,1,16616,12,3,2,0.223624887,4960,0.364901939
17,2,16616,12,3,2,0.054856778,1411.388706,0.104349539
0,0,16707,12,12,0,0.274372792,20863.68262,0.950552503
1,1,16707,12,12,0,0.245523081,19200.201,0.95000656
2,2,16707,12,12,0,0.210518746,15856.16667,0.766170183
3,0,16707,12,3,0,0.397154491,6935.932739,0.567259982
4,1,16707,12,3,0,0.047201267,1099.799,0.08858868
5,2,16707,12,3,0,0.178499939,3695.713823,0.2989004
6,0,16707,12,12,1,0.675407409,104400.0918,4.731680837
7,1,16707,12,12,1,0.301312475,21649,1.040518783
8,2,16707,12,12,1,0.429186586,37744.67464,1.747663847
9,0,16707,12,3,1,0.882570764,10688.90147,0.914481154
10,1,16707,12,3,1,0.208881623,4699.899498,0.653095105
11,2,16707,12,3,1,0.288896387,5586.526246,0.537072528
12,0,16707,12,12,2,0.095817513,9176.33374,0.146530872
13,1,16707,12,12,2,0.062210224,5997.05,0.077150379
14,2,16707,12,12,2,0.365294154,57668.4058,1.23439053
15,0,16707,12,3,2,0.331417011,2190.500549,0.49752276
16,1,16707,12,3,2,0.442064367,6972.428708,1.587377967
17,2,16707,12,3,2,0.157962623,1650.842498,0.376602921
0,0,16756,12,12,0,0.040642469,4636.630605,0.077718949
1,1,16756,12,12,0,0.092880312,10089.62495,0.169879251
2,2,16756,12,12,0,0.040818274,4655.900458,0.078055345
3,0,16756,12,3,0,0.004051511,122.2745313,0.008046464
4,1,16756,12,3,0,0.083536586,2336.19,0.154185374
5,2,16756,12,3,0,0.007491199,225.3123927,0.014853145
6,0,16756,12,12,1,0.020868239,2251.386152,0.040867183
7,1,16756,12,12,1,0.07929826,8092.003377,0.1470603
8,2,16756,12,12,1,0.02085338,2249.81578,0.040843627
9,0,16756,12,3,1,0.004604744,137.5269141,0.009160258
10,1,16756,12,3,1,0.086905318,2399.01,0.159914916
11,2,16756,12,3,1,0.021402607,628.7053133,0.041911485
12,0,16756,12,12,2,0.031417299,3234.504404,0.061138171
13,1,16756,12,12,2,0.081210772,7975.842853,0.150266204
14,2,16756,12,12,2,0.037593153,3847.290384,0.07261709
15,0,16756,12,3,2,0.020263882,591.9439844,0.039771707
16,1,16756,12,3,2,0.09291356,2533.75,0.170043866
17,2,16756,12,3,2,0.029267481,847.4763069,0.056848737
0,0,16771,12,12,0,0.027870497,2145.586914,0.05686188
1,1,16771,12,12,0,0.033486506,2512.930196,0.065106807
2,2,16771,12,12,0,0.028954167,2232.499423,0.06101006
3,0,16771,12,3,0,0.021252242,421.3327637,0.043616565
4,1,16771,12,3,0,0.021540643,409.1610448,0.041960537
5,2,16771,12,3,0,0.030885893,618.4100216,0.064042723
6,0,16771,12,12,1,0.086958684,6427.187012,0.157936278
7,1,16771,12,12,1,0.065889058,4971,0.119857196
8,2,16771,12,12,1,0.065670572,4950.725429,0.12053007
9,0,16771,12,3,1,0.091423846,1724.064941,0.167283551
10,1,16771,12,3,1,0.052249489,1022,0.099116722
11,2,16771,12,3,1,0.037873124,751.0596713,0.072848126
12,0,16771,12,12,2,0.150322039,10073.98413,0.262178298
13,1,16771,12,12,2,0.091215355,6444,0.162584341
14,2,16771,12,12,2,0.14347842,9672.899143,0.251475278
15,0,16771,12,3,2,0.048720821,855.7600098,0.099115499
16,1,16771,12,3,2,0.038258061,687,0.08013344
17,2,16771,12,3,2,0.025063056,443.9661298,0.052110828
0,0,16778,12,12,0,0.090635179,14218.08594,0.156084839
1,1,16778,12,12,0,0.090210743,14233,0.154652861
2,2,16778,12,12,0,0.077671588,12392.865,0.13597959
3,0,16778,12,3,0,0.04833981,1721.067871,0.098905596
4,1,16778,12,3,0,0.04084336,1480,0.088723339
5,2,16778,12,3,0,0.036583908,1322.071893,0.077438287
6,0,16778,12,12,1,0.059594631,8677.109375,0.131783647
7,1,16778,12,12,1,0.053621406,7709.6,0.116617904
8,2,16778,12,12,1,0.061388574,8918.703786,0.135307762
9,0,16778,12,3,1,0.094610291,3829.17334,0.165685436
10,1,16778,12,3,1,0.082018577,3324.5,0.143048725
11,2,16778,12,3,1,0.057085258,2374.628134,0.101396396
12,0,16778,12,12,2,0.061498316,9465.808594,0.112128439
13,1,16778,12,12,2,0.063220191,9808.1005,0.116268165
14,2,16778,12,12,2,0.05761639,8912.968464,0.104446032
15,0,16778,12,3,2,0.234988213,10028.28906,0.368951507
16,1,16778,12,3,2,0.174394353,7826.4,0.285687027
17,2,16778,12,3,2,0.150630279,6899.538777,0.251689967
0,0,16876,12,12,0,0.158326876,3139.985657,0.271408352
1,1,16876,12,12,0,0.565870519,27938.3669,2.928501095
2,2,16876,12,12,0,0.148300581,3640.78133,0.433735771
3,0,16876,12,3,0,0.082719047,408.5838013,0.143093236
4,1,16876,12,3,0,0.554908868,6667.516866,2.540223522
5,2,16876,12,3,0,0.112190798,539.4725329,0.19333671
6,0,16876,12,12,1,0.604966151,27878.12695,3.541866854
7,1,16876,12,12,1,0.627737674,30697,3.914653042
8,2,16876,12,12,1,0.62086674,29810.77976,3.79361787
9,0,16876,12,3,1,0.137201119,613.3290405,0.308903721
10,1,16876,12,3,1,0.626819734,7219.22209,3.728293847
11,2,16876,12,3,1,0.141616381,643.0938066,0.329819357
12,0,16876,12,12,2,0.690404072,39185.85254,4.685891898
13,1,16876,12,12,2,0.641826335,31488,3.772983173
14,2,16876,12,12,2,0.670411518,35742.96984,4.275830019
15,0,16876,12,3,2,0.165541931,933.6289063,0.434265571
16,1,16876,12,3,2,0.586051179,7008,3.223206374
17,2,16876,12,3,2,0.126191083,656.0913556,0.365268542
0,0,16882,12,12,0,0.691053423,251076.1738,0.815407898
1,1,16882,12,12,0,0.682368142,249200.5025,0.808737524
2,2,16882,12,12,0,0.631901369,237906.6582,0.769739845
3,0,16882,12,3,0,0.051879357,8246.417969,0.094074231
4,1,16882,12,3,0,0.677716051,67298.33334,0.807115141
5,2,16882,12,3,0,0.034546508,5563.25705,0.062426951
6,0,16882,12,12,1,0.32950196,62843.19873,0.504016148
7,1,16882,12,12,1,0.375409977,67799.19323,0.486762921
8,2,16882,12,12,1,0.345385753,64481.26116,0.490491113
9,0,16882,12,3,1,0.022203075,3519.623047,0.047624222
10,1,16882,12,3,1,0.662198391,61750,0.796169006
11,2,16882,12,3,1,0.061132984,8929.71257,0.111619383
12,0,16882,12,12,2,0.177925614,24185.80835,0.455301445
13,1,16882,12,12,2,0.153529101,17410.2,0.286095396
14,2,16882,12,12,2,0.142466171,18994.30172,0.364519767
15,0,16882,12,3,2,0.208992226,27105.2041,0.345419947
16,1,16882,12,3,2,0.678876018,63404.18139,0.807669881
17,2,16882,12,3,2,0.21339864,27576.18619,0.350020103
0,0,16896,12,12,0,0.420430184,18753.49756,1.741646811
1,1,16896,12,12,0,0.387407881,16349,1.447899733
2,2,16896,12,12,0,0.41268927,18165.58502,1.621706684
3,0,16896,12,3,0,0.076851972,366.9655151,0.184516474
4,1,16896,12,3,0,0.495768532,4334.016866,2.049226767
5,2,16896,12,3,0,0.236443601,1364.985473,0.652502435
6,0,16896,12,12,1,0.257843927,13604.48682,0.7531334
7,1,16896,12,12,1,0.239208783,12312.1,0.672817189
8,2,16896,12,12,1,0.240811703,12420.77188,0.686670576
9,0,16896,12,3,1,0.097928313,584.4835205,0.21739015
10,1,16896,12,3,1,0.422255607,3935,1.480898468
11,2,16896,12,3,1,0.310436147,2423.833861,0.914208827
12,0,16896,12,12,2,0.114333721,7079.621338,0.255472549
13,1,16896,12,12,2,0.094924781,5742,0.210207564
14,2,16896,12,12,2,0.098527791,5944.671685,0.21602134
15,0,16896,12,3,2,0.071487853,527.9884033,0.150957114
16,1,16896,12,3,2,0.312337974,3253,0.932185542
17,2,16896,12,3,2,0.2343987,2192.738552,0.63384045
0,0,16898,12,12,0,0.015767189,1231.75415,0.032062251
1,1,16898,12,12,0,0.024594368,1862.701157,0.047536199
2,2,16898,12,12,0,0.011399784,886.5835113,0.022953645
3,0,16898,12,3,0,0.004650847,91.38320312,0.00925726
4,1,16898,12,3,0,0.016330609,316.247997,0.032099728
5,2,16898,12,3,0,0.009385018,182.9947636,0.018552939
6,0,16898,12,12,1,0.043623781,3302.841895,0.083482839
7,1,16898,12,12,1,0.049786428,3747.3,0.094378919
8,2,16898,12,12,1,0.041608404,3156.349044,0.079595102
9,0,16898,12,3,1,0.011659148,224.1071777,0.022983773
10,1,16898,12,3,1,0.008809127,169.1,0.017347441
11,2,16898,12,3,1,0.011955867,230.8076238,0.023847861
12,0,16898,12,12,2,0.043970491,3105.988037,0.08396872
13,1,16898,12,12,2,0.109279026,8733.7,0.240974377
14,2,16898,12,12,2,0.036702712,2618.711787,0.070483399
15,0,16898,12,3,2,0.022810964,442.3070312,0.047073879
16,1,16898,12,3,2,0.008955622,170.0389552,0.017954243
17,2,16898,12,3,2,0.020819112,402.8636303,0.042650401
0,0,16927,12,12,0,0.05636595,7248.394331,0.119162047
1,1,16927,12,12,0,0.021961392,2668.454545,0.042516717
2,2,16927,12,12,0,0.026774609,3362.451969,0.055762455
3,0,16927,12,3,0,0.037376327,1199.072198,0.075177045
4,1,16927,12,3,0,0.022334538,690.5456203,0.04343799
5,2,16927,12,3,0,0.013454637,419.6392612,0.026342862
6,0,16927,12,12,1,0.104409351,13805.42819,0.184092242
7,1,16927,12,12,1,0.099808303,13252.26885,0.176382898
8,2,16927,12,12,1,0.109147129,14370.23,0.191744123
9,0,16927,12,3,1,0.01447601,431.4639814,0.029176533
10,1,16927,12,3,1,0.015098093,452.185482,0.030812577
11,2,16927,12,3,1,0.013640391,407.545924,0.027703035
12,0,16927,12,12,2,0.02710096,3183.959103,0.052420023
13,1,16927,12,12,2,0.007963338,954.786458,0.015645577
14,2,16927,12,12,2,0.016941944,2011.783825,0.033030602
15,0,16927,12,3,2,0.026113865,795.671941,0.051640023
16,1,16927,12,3,2,0.019148452,582.191105,0.037360138
17,2,16927,12,3,2,0.025150933,775.8080163,0.051132719
0,0,16973,12,12,0,0.15911668,13038.84155,0.229051586
1,1,16973,12,12,0,0.21060349,16523.95854,0.30612946
2,2,16973,12,12,0,0.153480644,12638.44827,0.219309394
3,0,16973,12,3,0,0.218742051,6008.692627,0.353074889
4,1,16973,12,3,0,0.360820055,8876.657689,0.523848637
5,2,16973,12,3,0,0.275590118,7232.892323,0.426102866
6,0,16973,12,12,1,0.018163275,1252.458496,0.035716457
7,1,16973,12,12,1,0.077725393,5063.390403,0.144025554
8,2,16973,12,12,1,0.020070188,1381.363506,0.039397742
9,0,16973,12,3,1,0.145278175,3111.876465,0.243584406
10,1,16973,12,3,1,0.219744358,4419.588877,0.35199458
11,2,16973,12,3,1,0.142023573,3050.832205,0.239060728
12,0,16973,12,12,2,0.049142609,3227.794922,0.092896586
13,1,16973,12,12,2,0.083566391,5314.450552,0.153788027
14,2,16973,12,12,2,0.055212764,3605.634535,0.104074937
15,0,16973,12,3,2,0.00869731,160.25,0.017232336
16,1,16973,12,3,2,0.084858734,1451.625305,0.156414923
17,2,16973,12,3,2,0.017045389,311.0267606,0.033497543
0,0,16979,12,12,0,0.070259942,4321.779907,0.131336592
1,1,16979,12,12,0,0.137336388,8109.7,0.255465423
2,2,16979,12,12,0,0.067574309,4269.834289,0.141668413
3,0,16979,12,3,0,0.03170044,583.395752,0.069752189
4,1,16979,12,3,0,0.171597633,2610,0.290439374
5,2,16979,12,3,0,0.030713752,564.6619497,0.067744746
6,0,16979,12,12,1,0.068908262,3151.276489,0.158293707
7,1,16979,12,12,1,0.157603322,7970,0.391432489
8,2,16979,12,12,1,0.05104038,2263.709273,0.115537869
9,0,16979,12,3,1,0.057922242,1155.889893,0.122969489
10,1,16979,12,3,1,0.200800544,3143.77791,0.334415879
11,2,16979,12,3,1,0.010862783,202.0257621,0.02146981
12,0,16979,12,12,2,0.070967601,4075.334595,0.140549912
13,1,16979,12,12,2,0.08899612,4880.5025,0.170201282
14,2,16979,12,12,2,0.095174502,4953.499757,0.169355755
15,0,16979,12,3,2,0.144023797,2069.669556,0.227972556
16,1,16979,12,3,2,0.137336088,1989.999928,0.216586746
17,2,16979,12,3,2,0.133774009,1939.755804,0.2129785
0,0,17014,12,12,0,0.508782392,16175.22,2.094323013
1,1,17014,12,12,0,0.6436278,28204.8,3.667429015
2,2,17014,12,12,0,0.425330285,11558.4619,1.522174249
3,0,17014,12,3,0,0.403845137,2389.383459,1.338507779
4,1,17014,12,3,0,0.560993217,4507.3,2.557263629
5,2,17014,12,3,0,0.080989036,310.8390846,0.176179129
6,0,17014,12,12,1,0.118270729,3186.483813,0.285835246
7,1,17014,12,12,1,0.515482025,25767.39999,2.150806599
8,2,17014,12,12,1,0.145436911,4121.90024,0.358956375
9,0,17014,12,3,1,0.409922867,2504.370789,1.368206027
10,1,17014,12,3,1,0.592369796,5238.8,2.907116958
11,2,17014,12,3,1,0.207811767,945.6861221,0.525216054
12,0,17014,12,12,2,0.18140181,6448.443066,0.44111837
13,1,17014,12,12,2,0.483797836,27272.7,1.888513374
14,2,17014,12,12,2,0.146861056,5009.229318,0.346100642
15,0,17014,12,3,2,0.478485966,3605.017187,1.853009831
16,1,17014,12,3,2,0.575955105,5336.8,2.720261175
